City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
243,Hameenlinna,FI,2021-10-01 18:35:50,60.996,24.4643,50.34,97,100,8.03,overcast clouds
244,Bela,IN,2021-10-01 18:35:50,25.9333,81.9833,76.48,84,78,5.17,broken clouds
245,Mocuba,MZ,2021-10-01 18:35:50,-16.8392,36.9856,72.66,75,0,5.77,clear sky
246,Sabya,SA,2021-10-01 18:35:51,17.1495,42.6254,91.02,63,100,1.92,overcast clouds
247,Taltal,CL,2021-10-01 18:35:51,-25.4,-70.4833,64.04,65,26,7.23,scattered clouds
248,Grindavik,IS,2021-10-01 18:33:34,63.8424,-22.4338,48.67,81,0,16.11,clear sky
249,Brewster,US,2021-10-01 18:35:52,41.3973,-73.6171,68.16,59,20,1.01,few clouds
250,Babu,CN,2021-10-01 18:35:52,24.4167,111.5167,76.19,89,15,2.3,few clouds
251,Gopamau,IN,2021-10-01 18:35:53,27.55,80.2833,79.75,81,6,4.0,clear sky
252,Palafrugell,ES,2021-10-01 18:35:53,41.9174,3.1631,69.71,66,81,0.43,broken clouds
253,Galveston,US,2021-10-01 18:34:51,29.3669,-94.9669,76.21,93,90,3.44,light rain
254,Payo,ID,2021-10-01 18:35:54,-3.7508,103.6372,73.04,98,99,1.74,overcast clouds
255,Iquitos,PE,2021-10-01 18:35:54,-3.7481,-73.2472,89.64,62,75,3.44,broken clouds
256,Sabha,LY,2021-10-01 18:35:54,27.0377,14.4283,78.3,29,0,8.57,clear sky
257,Ahipara,NZ,2021-10-01 18:35:55,-35.1667,173.1667,49.26,84,5,2.75,clear sky
258,Malakal,SS,2021-10-01 18:35:55,9.5334,31.6605,74.12,92,32,2.71,scattered clouds
259,Jining,CN,2021-10-01 18:35:56,35.405,116.5814,66.99,89,0,1.9,light rain
260,Svetlaya,RU,2021-10-01 18:35:56,46.5389,138.3297,51.64,60,98,7.85,overcast clouds
261,Ucluelet,CA,2021-10-01 18:35:57,48.9329,-125.5528,54.09,92,100,1.05,overcast clouds
